uid,name,organization_id,organization_id_source
https://ror.org/0072zz521,University of Massachusetts Amherst,https://ror.org/0072zz521,ROR
https://ror.org/01nckkm68,Sophia University,https://ror.org/01nckkm68,ROR
grid.412681.8,Sophia University,grid.412681.8,GRID
d91f035b,Helmholtz Zentrum München - German Research Center for Environmental Health,d91f035b,sha256
grid.4567.0,Helmholtz Zentrum München,grid.4567.0,GRID
e1b3f8ed,Jacobs University Bremen gGmbH,e1b3f8ed,sha256
https://ror.org/01fm69p79,Sociedad Española de Reumatología,https://ror.org/01fm69p79,ROR
https://ror.org/03f6h9044,Camilo José Cela University,https://ror.org/03f6h9044,ROR
91837,Instituto de Salud Carlos III Campus de Majadahonda,91837,RINGGOLD
http://dx.doi.org/10.13039/100009499,University of Nebraska Omaha,http://dx.doi.org/10.13039/100009499,FUNDREF
http://dx.doi.org/10.13039/100007928,"Perelman School of Medicine, University of Pennsylvania",http://dx.doi.org/10.13039/100007928,FUNDREF
1a675ee6,"Mahzi Therapeutics, Inc.",1a675ee6,sha256
https://ror.org/01cmst727,Simons Foundation,https://ror.org/01cmst727,ROR
https://ror.org/01esghr10,Columbia University Irving Medical Center,https://ror.org/01esghr10,ROR
https://ror.org/000zhpw23,Institut de la Vision,https://ror.org/000zhpw23,ROR
2d868a68,University Medical Center of the Johannes Gutenberg University ,2d868a68,sha256
218187,Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz,218187,RINGGOLD
7f7905e2,Heriot-watt University,7f7905e2,sha256
https://ror.org/04mghma93,Heriot-Watt University,https://ror.org/04mghma93,ROR
https://ror.org/03wsdn138,OmniVision Technologies (China),https://ror.org/03wsdn138,ROR
123614,Bogazici University Faculty of Engineering,123614,RINGGOLD
ccf63352,Marmara University Technical Education Faculty,ccf63352,sha256
grid.412006.1,Namık Kemal University,grid.412006.1,GRID
895887ab,Namik Kemal University Corlu Engineering Faculty,895887ab,sha256
cf36df64,Boğaziçi University,cf36df64,sha256
https://ror.org/03stptj97,Izmir Institute of Technology,https://ror.org/03stptj97,ROR
https://ror.org/00pcrxq11,National Nanotechnology Research Center,https://ror.org/00pcrxq11,ROR
88df8120,Reed College,88df8120,sha256
a92c4c36,"Psychiatric Hospital, University of Zurich",a92c4c36,sha256
grid.462834.f,Institut NeuroMyoGène,grid.462834.f,GRID
b10fc4d0,UC San Francisco,b10fc4d0,sha256
466772,UC Berkeley,466772,RINGGOLD
https://ror.org/00wk2mp56,Beihang University,https://ror.org/00wk2mp56,ROR
http://dx.doi.org/10.13039/501100002726,Beijing Normal University,http://dx.doi.org/10.13039/501100002726,FUNDREF
522475,Berliner Institut für Gesundheitsforschung,522475,RINGGOLD
0dade806,New York University,0dade806,sha256
cce80a18,Institute of Mathematics and Informatics,cce80a18,sha256
grid.19190.30,Vytautas Magnus University,grid.19190.30,GRID
https://ror.org/01apwpt12,Sandia National Laboratories,https://ror.org/01apwpt12,ROR
grid.471410.7,Weill Cornell Medicine,grid.471410.7,GRID
3a1ec47f,National Vision Research Institute,3a1ec47f,sha256
67792,Universidade Federal de São Paulo Departamento de Neurologia e Neurocirurgia da UNIFESP,67792,RINGGOLD
grid.424469.9,Ecole Pratique des Hautes Etudes,grid.424469.9,GRID
35f691d2,IUT Annecy,35f691d2,sha256
70610,CEA Grenoble,70610,RINGGOLD
ce1a7971,Warsaw University of Technology,ce1a7971,sha256
grid.450307.5,Grenoble Alpes University,grid.450307.5,GRID
grid.7429.8,Inserm U1216,grid.7429.8,GRID
f53a7ab9,PLAY,f53a7ab9,sha256
78e7771b,Orange,78e7771b,sha256
http://dx.doi.org/10.13039/501100014374,Universitat Politècnica de Catalunya,http://dx.doi.org/10.13039/501100014374,FUNDREF
42510,Centro Universitário Franciscano,42510,RINGGOLD
56e1f7ff,INSERM U1099,56e1f7ff,sha256
ee5ddd89,Stockholm University,ee5ddd89,sha256
8bad63a3,University of Bucharest,8bad63a3,sha256
155235,Georgia Gwinnett College,155235,RINGGOLD
66270,Tianjin University of Technology and Education,66270,RINGGOLD
12565,Wuhan University of Technology,12565,RINGGOLD
75dc823a,Institute of Philosophy and Sociology of the Polish Academy of Sciences,75dc823a,sha256
grid.25588.32,University of Białystok,grid.25588.32,GRID
grid.412165.5,University of Havana,grid.412165.5,GRID
e86af63f,Max Planck Institute for Ornithology,e86af63f,sha256
47821,Northeast Normal University,47821,RINGGOLD
grid.411407.7,Central China Normal University,grid.411407.7,GRID
ca5d3835,Deutsches Zentrum für Neurodegenerative Erkrankungen (DZNE) Bonn,ca5d3835,sha256
grid.483815.3,Jacobs Foundation,grid.483815.3,GRID
2764359e,Como Secondary College,2764359e,sha256
29127,Institute of Bioinformatics and Applied Biotechnology,29127,RINGGOLD
5602a2a5,D Y Patil School of Biotechnology and Bioinformatics,5602a2a5,sha256
306136,Sree Buddha College of Engineering,306136,RINGGOLD
9df45cb9,"International Indian School, Riyadh",9df45cb9,sha256
37852,King Faisal Specialist Hospital and Research Center,37852,RINGGOLD
37850,King Saud University,37850,RINGGOLD
436238,Università degli Studi di Firenze Dipartimento di Matematica e Informatica Ulisse Dini,436238,RINGGOLD
28c00446,Università degli Studi di Firenze Dipartimento di Matematica e Informatica Ulisse Dini,28c00446,sha256
8ea7906b,ResearchGate GmbH,8ea7906b,sha256
5640,University of Idaho,5640,RINGGOLD
52874,Arts et Métiers ParisTech,52874,RINGGOLD
69002,Technical University of Crete,69002,RINGGOLD
grid.5645.2,Erasmus MC,grid.5645.2,GRID
207948,Pontificia Universidad Catolica ,207948,RINGGOLD
3a07ee3c,Schule Birklehof,3a07ee3c,sha256
6da88f60,"ENS Paris, Université Paris Descartes, EHESS Paris",6da88f60,sha256
http://dx.doi.org/10.13039/100009001,University of York,http://dx.doi.org/10.13039/100009001,FUNDREF
https://ror.org/007aah170,Highline College,https://ror.org/007aah170,ROR
f3024b9f,Katholieke Universiteit Leuven,f3024b9f,sha256
4430,Saint Vincent College,4430,RINGGOLD
616f1f09,Ibaraki University,616f1f09,sha256
3525,Glasgow Caledonian University,3525,RINGGOLD
57470,Institut de Mécanique des Fluides de Toulouse,57470,RINGGOLD
272887,Cleveland Clinic Neurological Institute,272887,RINGGOLD
165264,Université Louis Pasteur Strasbourg Fédération de Recherche des Sciences Economiques et de Gestion,165264,RINGGOLD
276088,Universite de Strasbourg IUT Louis Pasteur,276088,RINGGOLD
4cc1bdee,Swiss Federal Institute of Technology Zurich (ETH Zürich),4cc1bdee,sha256
61810,Budapest University of Technology and Economics,61810,RINGGOLD
0adbdeb3,Cima Universidad de Navarra,0adbdeb3,sha256
grid.419396.0,National Institute for Basic Biology,grid.419396.0,GRID
237612,Centre for Addiction and Mental Health - Russell Street Site,237612,RINGGOLD
29575,Central Institute for Cotton Research,29575,RINGGOLD
https://ror.org/01pbdzh19,University of Toledo,https://ror.org/01pbdzh19,ROR
b3ac849a,Pittsburgh Zoo & PPG Aquarium,b3ac849a,sha256
grid.11762.33,University of Salamanca,grid.11762.33,GRID
246203b0,Universidad Internacional de Valencia,246203b0,sha256
16267,Hospital Clínico Universitario San Carlos,16267,RINGGOLD
https://ror.org/02syg0q74,Hirosaki University,https://ror.org/02syg0q74,ROR
4092147b,National Institute of Neurology and Psychiatry,4092147b,sha256
c2bb5eb2,CNR-Nanotec,c2bb5eb2,sha256
https://ror.org/05abbep66,Brandeis University,https://ror.org/05abbep66,ROR
02b7c5f1,CIC biomaGUNE,02b7c5f1,sha256
a5427c53,Vindico Pharmaceuticals Inc,a5427c53,sha256
cd81e480,Center for Cooperative Research in Biomaterials,cd81e480,sha256
c2599f85,the University of Sydney,c2599f85,sha256
12599,University of Electronic Science and Technology of China,12599,RINGGOLD
3c53c8ae,Graz University of Technology,3c53c8ae,sha256
28306,Max-Planck-Institut für Mathematik in den Naturwissenschaften,28306,RINGGOLD
107749,University of Buea,107749,RINGGOLD
grid.419532.8,Max Planck Institute for Mathematics in the Sciences,grid.419532.8,GRID
44a53d1f,TNG Technology Consulting GmbH,44a53d1f,sha256
98692065,National Taiwan University Hospital,98692065,sha256
591531,Pacific Rim College of Psychiatrists,591531,RINGGOLD
c18e1407,East Asian Academy of Cultural Psychiatry (EAACP),c18e1407,sha256
e5614f15,Taiwanese Society of Psychiatry,e5614f15,sha256
eae2d1d0,National Taiwan University Hospital & College of Medicine,eae2d1d0,sha256
a53116db,Taiwanese Society of Child and Adolescent Psychiatry,a53116db,sha256
https://ror.org/03nteze27,National Taiwan University Hospital,https://ror.org/03nteze27,ROR
http://dx.doi.org/10.13039/501100005762,National Taiwan University Hospital,http://dx.doi.org/10.13039/501100005762,FUNDREF
792df0e3,National Taiwan University Hospital & College of  Medicine,792df0e3,sha256
b3d08e20, Taiwanese Society of Child and Adolescent Psychiatry ,b3d08e20,sha256
8de8a1ed,QIMR Berghofer Medical Research Institute,8de8a1ed,sha256
443762,University of Sydney ,443762,RINGGOLD
68cb6bde,The University of Georgia,68cb6bde,sha256
f0b6813f,DataJoint,f0b6813f,sha256
grid.450270.4,Max Planck Institute of Microstructure Physics,grid.450270.4,GRID
e810e579,Bilkent University,e810e579,sha256
https://ror.org/00qryer39,International Institute of Information Technology,https://ror.org/00qryer39,ROR
http://dx.doi.org/10.13039/100007863,Rice University,http://dx.doi.org/10.13039/100007863,FUNDREF
27271,Medizinische Universität Wien,27271,RINGGOLD
56816,Institut de biologie Valrose,56816,RINGGOLD
http://dx.doi.org/10.13039/501100001102,Cancer Council NSW,http://dx.doi.org/10.13039/501100001102,FUNDREF
5bcbf4f1,Frankfurt Institute for Advanced Studies,5bcbf4f1,sha256
65914,University of Warwick Mathematics Institute,65914,RINGGOLD
150432,University of Bath Department of Mathematical Sciences,150432,RINGGOLD
145276,University of Oxford Physics Department,145276,RINGGOLD
f4cdebdf,Российский университет дружбы народов,f4cdebdf,sha256
ad195db3,Научно-исследовательский институт системных исследований РАН,ad195db3,sha256
425395,Korea Institute of Science and Technology Brain Science Institute,425395,RINGGOLD
48449,Institute for Studies in Theoretical Physics and Mathematics,48449,RINGGOLD
8ba11d7a,"Sainsbury Wellcome Centre, University College London",8ba11d7a,sha256
1ad2ec1b,"Biozentrum, University Basel",1ad2ec1b,sha256
71024,Chinese University of Hong Kong,71024,RINGGOLD
495046,The Chinese University of Hong Kong Library,495046,RINGGOLD
f45cb446,Chinese University of Hong Kong,f45cb446,sha256
60813520,Prince of Wales Hospital,60813520,sha256
31080,ETH-Zurich,31080,RINGGOLD
https://ror.org/05vf0dg29,Roma Tre University,https://ror.org/05vf0dg29,ROR
https://ror.org/01yr73893,European Molecular Biology Laboratory,https://ror.org/01yr73893,ROR
27066,Université Paris Diderot,27066,RINGGOLD
30682,École polytechnique fédérale de Lausanne Section de Mathématiques,30682,RINGGOLD
27064,Université Paris 2 Panthéon-Assas,27064,RINGGOLD
00aa4542,"Research Institute of Environmental Medicine, Nagoya University",00aa4542,sha256
grid.250671.7,Salk Institute for Biological Studies,grid.250671.7,GRID
5b031ba0,Universita' di Milano,5b031ba0,sha256
0727cac3,Lund university,0727cac3,sha256
http://dx.doi.org/10.13039/501100000719,"St. John's College, University of Oxford",http://dx.doi.org/10.13039/501100000719,FUNDREF
332157,Universita degli Studi di Milano Scienze Matematiche,332157,RINGGOLD
https://ror.org/01tevnk56,University of Siena,https://ror.org/01tevnk56,ROR
http://dx.doi.org/10.13039/100005205,Janssen Research and Development,http://dx.doi.org/10.13039/100005205,FUNDREF
a0cfe481,"Ecole Normale Supérieure, PSL Research University",a0cfe481,sha256
0495ca5a,The Michael J. Fox Foundation for Parkinson's Research,0495ca5a,sha256
fdd901ab,David Geffen School of Medicine at UCLA,fdd901ab,sha256
https://ror.org/04gndp242,Genentech,https://ror.org/04gndp242,ROR
9554f9b4,Genentech,9554f9b4,sha256
28f0a9ea,Institute of Molecular and Clinical Ophthalmology Basel,28f0a9ea,sha256
117324,Texas A&M AgriLife,117324,RINGGOLD
5225,Mercer University,5225,RINGGOLD
c22f75c7,Georgia State University ,c22f75c7,sha256
12329,University of Texas at Arlington,12329,RINGGOLD
grid.484294.7,Atlanta VA Health Care System,grid.484294.7,GRID
https://ror.org/022rrvm68,Pavlov Institute of Physiology of the Russian Academy of Sciences,https://ror.org/022rrvm68,ROR
https://ror.org/01e5ckr65,Herzen University,https://ror.org/01e5ckr65,ROR
grid.9922.0,AGH University of Science and Technology,grid.9922.0,GRID
128837d4,Tohoku University ,128837d4,sha256
528638,Universidad Europea de Valencia SLU,528638,RINGGOLD
251ad939,UNIVERSIDAD DE VALENCIA,251ad939,sha256
6f05704e,The University of Texas at Dallas,6f05704e,sha256
54583,Institut Ruder Boskovic,54583,RINGGOLD
https://ror.org/050mac570,National Institute of Chemistry,https://ror.org/050mac570,ROR
grid.255986.5,Florida State University ,grid.255986.5,GRID
03e67475,Florida A&M University,03e67475,sha256
http://dx.doi.org/10.13039/100007032,Lincoln University,http://dx.doi.org/10.13039/100007032,FUNDREF
31aed469,City University of New York at City College,31aed469,sha256
grid.24805.3b,New Mexico State University ,grid.24805.3b,GRID
grid.253245.7,Bowdoin College,grid.253245.7,GRID
http://dx.doi.org/10.13039/501100014558,"Institute of Psychology, Chinese Academy of Sciences",http://dx.doi.org/10.13039/501100014558,FUNDREF
826ef10b,Hanken School of Economics,826ef10b,sha256
grid.445604.7,Hanken School of Economics,grid.445604.7,GRID
14849,École de technologie supérieure,14849,RINGGOLD
125895,Taif University,125895,RINGGOLD
531434,Autifony Therapeutics Limited,531434,RINGGOLD
73111,GlaxoSmithKline SpA,73111,RINGGOLD
http://dx.doi.org/10.13039/100004330,GlaxoSmithKline,http://dx.doi.org/10.13039/100004330,FUNDREF
http://dx.doi.org/10.13039/100008994,Universidade de Brasília,http://dx.doi.org/10.13039/100008994,FUNDREF
29581,National Environmental Engineering Research Institute CSIR,29581,RINGGOLD
329896,Ahmednagar College,329896,RINGGOLD
6dfcf0ad,NIH-NIDA,6dfcf0ad,sha256
6602035c,NIH/NIDA,6602035c,sha256
12ec420b,NGU,12ec420b,sha256
133901,Federal'nyj issledovatel'skij centr Pusinskij naucnyj centr biologiceskih issledovanij Rossijskoj Akademii nauk,133901,RINGGOLD
4fcc102b,Tula State University,4fcc102b,sha256
c2c293bc,Institute of Cell Biophysics,c2c293bc,sha256
grid.462318.a,Institut du Thorax,grid.462318.a,GRID
106fb263,l'intitut du thorax INSERM-CNRS,106fb263,sha256
b18a340d,INSERM U1087,b18a340d,sha256
grid.275559.9,Jena University Hospital,grid.275559.9,GRID
2f8d58cf,University of Silesia,2f8d58cf,sha256
95901258,Kraków Institute of Technology,95901258,sha256
https://ror.org/02ks0br87,Institute of Medical Technology and Equipment,https://ror.org/02ks0br87,ROR
68485,Institut bioorganicheskoj khimii imeni akademikov M M Shemyakina I Yu A Ovchinnikova RAN,68485,RINGGOLD
65016,Lomonosov Moscow State University of Fine Chemical Technology,65016,RINGGOLD
80e21f83,"National Medical Research Center of Pediatric Hematology, Oncology and Immunology Named after Dmitry Rogachev, Russian Ministry of Healthcare",80e21f83,sha256
c9edf1e6,"M.M. Shemyakin & Yu.A. Ovchinnikov Institute of Bioorganic Chemistry, The Russian Academy of Sciences",c9edf1e6,sha256
9d4b36fe,"Center for Theoretical Problems of Physicochemical Pharmacology, Russian Academy of Sciences",9d4b36fe,sha256
https://ror.org/05nbqxr67,Miami University,https://ror.org/05nbqxr67,ROR
https://ror.org/00vc14296,Hanover College,https://ror.org/00vc14296,ROR
72002072,"Pharmacy Research Consulting, LLP",72002072,sha256
e3cd2778,Colorado Research Partners (CRP) LLC,e3cd2778,sha256
f888e174,"J-Pharma Co., Ltd",f888e174,sha256
https://ror.org/05rfqv493,East Tennessee State University,https://ror.org/05rfqv493,ROR
https://ror.org/053ng1p06,Eastman Chemical Company (United States),https://ror.org/053ng1p06,ROR
59458dc4,Novartis Pharmaceutical Company,59458dc4,sha256
https://ror.org/00trqv719,University of Rochester Medical Center,https://ror.org/00trqv719,ROR
https://ror.org/05kmcre68,Berea College,https://ror.org/05kmcre68,ROR
8153ec9b,"Investigador por México - Instituto de Fisiología Celular, UNAM",8153ec9b,sha256
06bba480,Centro de Investigación en Genética y Ambiente,06bba480,sha256
27776,Universidad Autónoma de Tlaxcala,27776,RINGGOLD
12273,University of Missouri Kansas City,12273,RINGGOLD
a6362c5e,Humboldt University Medical School (Charité),a6362c5e,sha256
0c8dc766,TU Graz,0c8dc766,sha256
http://dx.doi.org/10.13039/501100024113,University of Belgrade,http://dx.doi.org/10.13039/501100024113,FUNDREF
https://ror.org/02qsmb048,University of Belgrade,https://ror.org/02qsmb048,ROR
217dd1d7,"University for Health Sciences, Medical Informatics and Technology (UMIT)",217dd1d7,sha256
31510,Private Universität für Gesundheitswissenschaften Medizinische Informatik und Technik GmbH,31510,RINGGOLD
fcb85883,Tecan Austria GmbH,fcb85883,sha256
200810,UCSF Cardiovascular Research Institute,200810,RINGGOLD
ad8078d9,The College of Wooster,ad8078d9,sha256
a8c3ff9b,Case Western Reserve University School of Medicine,a8c3ff9b,sha256
616c00db,NIH NIDA IRP,616c00db,sha256
grid.411797.d,Collegium Medicum in Bydgoszcz,grid.411797.d,GRID
49577,Uniwersytet Miko?aja Kopernika,49577,RINGGOLD
c3b904c2,Nicolaus Copernicus University in Toruń,c3b904c2,sha256
5724,Boston Scientific Corp,5724,RINGGOLD
79bab7ba,Ilmenau University of Technology,79bab7ba,sha256
7cf76004,University of Veszprem (now University of Pannonia),7cf76004,sha256
fe59a5f6,audifon GmbH & Co. KG,fe59a5f6,sha256
grid.469861.4,Fraunhofer Institute for Digital Media Technology,grid.469861.4,GRID
grid.263864.d,Southern Methodist University,grid.263864.d,GRID
2c779130,Université d'Auvergne,2c779130,sha256
815e9cdb,Université Paris 5,815e9cdb,sha256
http://dx.doi.org/10.13039/501100015723,Université Clermont-Auvergne,http://dx.doi.org/10.13039/501100015723,FUNDREF
c022b2bb,"INSERM - U1107 - Neuro-Dol: Clermont-Ferrand, FR ",c022b2bb,sha256
55174,CHU Clermont-Ferrand,55174,RINGGOLD
4409b31a,CHU Clermont-Ferrand,4409b31a,sha256
https://ror.org/058cmte92,Manara University,https://ror.org/058cmte92,ROR
https://ror.org/04mz5ra38,University of Duisburg-Essen,https://ror.org/04mz5ra38,ROR
aef1b0c9,Jagiellonian University in Kraków,aef1b0c9,sha256
3c8b907f,Dublin City University,3c8b907f,sha256
3e73a24e,Charles University in Prague,3e73a24e,sha256
961d41c4,AGH University of Science and Technology,961d41c4,sha256
d0462f22,Jagiellonian Centre for Experimental Therapeutics (JCET),d0462f22,sha256
http://dx.doi.org/10.13039/100000065,National Institute of Neurological Disorders and Stroke,http://dx.doi.org/10.13039/100000065,FUNDREF
https://ror.org/02ex6cf31,Brookhaven National Laboratory,https://ror.org/02ex6cf31,ROR
307846,Harvard University Division of Medical Sciences,307846,RINGGOLD
b3a2af44,Council for Nutritional and Environmental Medicine,b3a2af44,sha256
http://dx.doi.org/10.13039/100011949,Abbott Vascular,http://dx.doi.org/10.13039/100011949,FUNDREF
37258,University of Otago Otago School of Medical Sciences,37258,RINGGOLD
http://dx.doi.org/10.13039/501100001779,Monash University,http://dx.doi.org/10.13039/501100001779,FUNDREF
edc52e17,Cuban Neuroscience Center,edc52e17,sha256
28249,Universidad Nacional del Sur,28249,RINGGOLD
a28a85db,Pontifical Catholic University of Argentina,a28a85db,sha256
70cb94f9,CONICET (Scientific & Technol. Research Council of Argentina),70cb94f9,sha256
442022,Centro Regional de investigaciones Basicas y Aplicadas Bahia Blanca,442022,RINGGOLD
21dcf0db,"Trinity College, University of Oxford",21dcf0db,sha256
http://dx.doi.org/10.13039/100010365,"St. Hilda's College, University of Oxford",http://dx.doi.org/10.13039/100010365,FUNDREF
c0b4996f,Rhodes University,c0b4996f,sha256
http://dx.doi.org/10.13039/501100007112,University of Cape Town,http://dx.doi.org/10.13039/501100007112,FUNDREF
http://dx.doi.org/10.13039/501100001338,University of Capetown,http://dx.doi.org/10.13039/501100001338,FUNDREF
40291,Ludwig Institute for Cancer Research Oxford Branch,40291,RINGGOLD
http://dx.doi.org/10.13039/501100000737,University of Exeter,http://dx.doi.org/10.13039/501100000737,FUNDREF
e03be0bb,CNRS Délégation Orleans,e03be0bb,sha256
http://dx.doi.org/10.13039/501100008725,Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk,http://dx.doi.org/10.13039/501100008725,FUNDREF
http://dx.doi.org/10.13039/100009615,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,http://dx.doi.org/10.13039/100009615,FUNDREF
https://ror.org/0288swk05,Maj Institute of Pharmacology,https://ror.org/0288swk05,ROR
90097595,Inserm U1028,90097595,sha256
https://ror.org/042t93s57,Italian Institute of Technology,https://ror.org/042t93s57,ROR
65382,Konkuk University - Glocal Campus,65382,RINGGOLD
54495,North South University,54495,RINGGOLD
118862,International Islamic University Chittagong,118862,RINGGOLD
c241d6fc,NIPRO JMI Pharma Ltd.,c241d6fc,sha256
25d2f085,SANOFI Bangladesh Ltd,25d2f085,sha256
c8322b4e,"ELHK-SZTE Neuroscience Group, Eötvös Loránd Research Network, University of Szeged (ELKH-SZTE)",c8322b4e,sha256
7c521149,Harbin Institute of Technology,7c521149,sha256
eaa4d50c,South West Equine Referral Practice,eaa4d50c,sha256
85380,University of Liverpool School of Veterinary Science,85380,RINGGOLD
grid.487455.f,ADM Protexin,grid.487455.f,GRID
c46381be,"Charles University, Faculty of Mathematics and Physics",c46381be,sha256
54988,Institut National de Recherche pour l'Agriculture l'Alimentation et l'Environnement Centre Île-de-France-Versailles-Grignon,54988,RINGGOLD
87985,Università degli Studi di Pavia Facoltà di Ingegneria,87985,RINGGOLD
88877ec4,Institute for Basic Science,88877ec4,sha256
088209da,"Institute of Psychology, Russian Academy of Sciences",088209da,sha256
bf7d1b09,McMaster University,bf7d1b09,sha256
https://ror.org/009vh5d61,Rollins College,https://ror.org/009vh5d61,ROR
30082,Central Drug Research Institute,30082,RINGGOLD
30071,Chhatrapati Shahu Ji Maharaj University,30071,RINGGOLD
21c4cc32,Danish Epilepsy Centre ,21c4cc32,sha256
53141,Aalborg Universitetshospital,53141,RINGGOLD
28715f36,Amplexa Genetics,28715f36,sha256
2db797ef,The Danish Epilepsy Center,2db797ef,sha256
f33dd67c,Eberhard Karls Universität Tübingen,f33dd67c,sha256
89235,University of Khartoum,89235,RINGGOLD
89236,Institute of Endemic Diseases,89236,RINGGOLD
225763,Ahfad University for Women,225763,RINGGOLD
6a9ba09d,Ministry of Defense,6a9ba09d,sha256
108026,Federal Ministry of Health,108026,RINGGOLD
110923,University of Sydney Faculty of Pharmacy,110923,RINGGOLD
grid.4495.c,Wrocław Medical University,grid.4495.c,GRID
823b7c81,Université de Tours,823b7c81,sha256
0b3bed2e,NeuroBioSom,0b3bed2e,sha256
0b8320a9,University of Zurich and University of Lausanne,0b8320a9,sha256
98016,Lausanne University Hospital and University of Lausanne,98016,RINGGOLD
c268232c,Hospitals,c268232c,sha256
79784c39,Université Pierre Mendés France,79784c39,sha256
24153f82,Université Joseph Fourier,24153f82,sha256
4d1bc06a,Institute for Social and Preventive Medicine (ISPM),4d1bc06a,sha256
343056,"UPB - University Politehnica of Bucharest, Numerical Modeling Laboratory",343056,RINGGOLD
343057,"UPB - University Politehnica of Bucharest, Faculty of Automatic Control and Computers",343057,RINGGOLD
9170a91d,Instituto Superior Tecnico,9170a91d,sha256
016ece96,"Instituto Superior Tecnico, Universidade de Lisboa",016ece96,sha256
1346,Transgenomic Inc,1346,RINGGOLD
8394,Walter Reed Army Institute of Research,8394,RINGGOLD
40092,HITS gGmbH,40092,RINGGOLD
54877,Institut de Génétique et de Biologie Moléculaire et Cellulaire,54877,RINGGOLD
2be27949,Max Planck Institute for Molecular Physiology,2be27949,sha256
grid.424699.4,Heidelberg Institute for Theoretical Studies,grid.424699.4,GRID
60634,Universitätsmedizin Greifswald,60634,RINGGOLD
64381,Technische Hochschule Deggendorf,64381,RINGGOLD
grid.9762.a,Kenyatta University,grid.9762.a,GRID
167534,Mecklenburg-Vorpommern Landesamt für Umwelt Naturschutz und Geologie,167534,RINGGOLD
90876001,National Center for Protein Science Beijing,90876001,sha256
36cb70c3,National Center for Biotechnology Research,36cb70c3,sha256
f0bb0feb,Raytheon BBN,f0bb0feb,sha256
14017bc6,Harvard College,14017bc6,sha256
f0cc3781,Cancer Research UK,f0cc3781,sha256
grid.11956.3a,Stellenbosch University,grid.11956.3a,GRID
grid.225360.0,European Bioinformatics Institute,grid.225360.0,GRID
443078,Naver Corp,443078,RINGGOLD
121752,PSG College of Technology,121752,RINGGOLD
133616,Université de Bordeaux,133616,RINGGOLD
253831,Hoa Sen University,253831,RINGGOLD
261768,Renmin University of China Affiliated High School,261768,RINGGOLD
150984,Heriot-Watt University School of Mathematical and Computer Sciences,150984,RINGGOLD
https://ror.org/01a77tt86,University of Warwick,https://ror.org/01a77tt86,ROR
https://ror.org/03adhka07,Swiss Tropical and Public Health Institute,https://ror.org/03adhka07,ROR
211973,ICFAI University Dehradun,211973,RINGGOLD
483129,Cellworks Research India Pvt Ltd,483129,RINGGOLD
http://dx.doi.org/10.13039/501100001721,Rijksuniversiteit Groningen,http://dx.doi.org/10.13039/501100001721,FUNDREF
121f4c5b,Toulouse Veterinary School,121f4c5b,sha256
173578,Université Paris-Sud Faculté des Sciences d'Orsay,173578,RINGGOLD
85f9dffd,University of Palermo,85f9dffd,sha256
072f0bab,University College of Dublin ,072f0bab,sha256
f7f465cd,University College of Dublin,f7f465cd,sha256
39449211,Istituto Nazionale di Fisica della Materia (INFM),39449211,sha256
dbfd42a9,National Research Council Italy,dbfd42a9,sha256
bdaf614a,Universita' Campus Bio-Medico,bdaf614a,sha256
21a02cc9,Friedrich-Alexander-Universität,21a02cc9,sha256
https://ror.org/01d2sez20,Missouri State University,https://ror.org/01d2sez20,ROR
e494d9bf,SCAID,e494d9bf,sha256
d9340aa6,Kazakhstan State Medical University,d9340aa6,sha256
360736,JSC Scientific Center for Anti-Infectious Drugs,360736,RINGGOLD
https://ror.org/04tsc8g87,National Kaohsiung Normal University,https://ror.org/04tsc8g87,ROR
92962,Kathmandu University School of Medical Sciences,92962,RINGGOLD
https://ror.org/025r5qe02,Syracuse University,https://ror.org/025r5qe02,ROR
grid.252546.2,Auburn University,grid.252546.2,GRID
grid.254286.f,Clayton State University,grid.254286.f,GRID
394592,Universiteit Leiden Centre for Linguistics,394592,RINGGOLD
grid.12155.32,Hasselt University,grid.12155.32,GRID
http://dx.doi.org/10.13039/501100002753,Universidad Nacional de Colombia,http://dx.doi.org/10.13039/501100002753,FUNDREF
8fcb395d,CIDETEC,8fcb395d,sha256
168163,Universiteit Hasselt Faculteit Wetenschappen,168163,RINGGOLD
118018,Hanoi University of Science and Technology,118018,RINGGOLD
92d0145e,Universitat Jaume I,92d0145e,sha256
dcf5f5f8,Национальный научный центр хирургии им. А.Н. Сызганова,dcf5f5f8,sha256
a0a8cf5a,АО Национальный научный центр хирургии имени А.Н. Сызганова,a0a8cf5a,sha256
a4a700b0,Escola Superior de Propaganda e Marketing,a4a700b0,sha256
dc853967,Munich Business School,dc853967,sha256
42519,Fundação Getúlio Vargas Escola de Administração de Empresas de São Paulo,42519,RINGGOLD
178454,Munich Business School,178454,RINGGOLD
63296,Shu-Te University,63296,RINGGOLD
14811,SUNY Geneseo Department of Communicative Disorders and Sciences,14811,RINGGOLD
grid.257167.0,Hunter College,grid.257167.0,GRID
https://ror.org/036nfer12,University of Central Florida,https://ror.org/036nfer12,ROR
6ac2429f,University of South Florida,6ac2429f,sha256
fd58cb9a,Nuclear Institute of Agriculture,fd58cb9a,sha256
grid.469967.3,Nuclear Institute for Agriculture and Biology,grid.469967.3,GRID
